date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors
2020-12-05,2020,12,5,5,340,49,1,0,1,0,61,0.15,0,24726
2020-12-06,2020,12,6,6,341,49,1,0,1,0,66,0.15,0,25414
2020-12-07,2020,12,7,0,342,50,0,0,1,0,65,0.15,0,15635
2020-12-08,2020,12,8,1,343,50,0,0,1,0,64,0.15,0,17214
2020-12-09,2020,12,9,2,344,50,0,0,1,0,63,0.15,0,12114
2020-12-10,2020,12,10,3,345,50,0,0,1,0,63,0.15,0,20041
2020-12-11,2020,12,11,4,346,50,0,0,1,0,65,0.15,0,18148
2020-12-12,2020,12,12,5,347,50,1,0,1,0,63,0.15,0,24702
2020-12-13,2020,12,13,6,348,50,1,0,1,0,64,0.15,0,23984
2020-12-14,2020,12,14,0,349,51,0,0,1,0,65,0.15,0,18210
2020-12-15,2020,12,15,1,350,51,0,0,1,0,64,0.15,0,15968
2020-12-16,2020,12,16,2,351,51,0,0,1,0,66,0.15,0,18896
2020-12-17,2020,12,17,3,352,51,0,0,1,0,68,0.15,0,14763
2020-12-18,2020,12,18,4,353,51,0,0,1,0,69,0.15,0,23407
2020-12-19,2020,12,19,5,354,51,1,0,1,0,66,0.15,0,24201
2020-12-20,2020,12,20,6,355,51,1,0,1,1,66,0.15,0,38259
2020-12-21,2020,12,21,0,356,52,0,0,1,1,63,0.15,0,24968
2020-12-22,2020,12,22,1,357,52,0,0,1,1,60,0.15,0,26627
2020-12-23,2020,12,23,2,358,52,0,0,1,1,67,0.15,0,26497
2020-12-24,2020,12,24,3,359,52,0,0,1,1,63,0.15,0,29539
2020-12-25,2020,12,25,4,360,52,0,1,1,1,60,0.15,1,27337
2020-12-26,2020,12,26,5,361,52,1,0,1,1,64,0.15,0,37354
2020-12-27,2020,12,27,6,362,52,1,0,1,1,67,0.15,0,33244
2020-12-28,2020,12,28,0,363,53,0,0,1,1,63,0.15,0,21044
2020-12-29,2020,12,29,1,364,53,0,0,1,1,67,0.15,0,26586
2020-12-30,2020,12,30,2,365,53,0,0,1,1,67,0.15,0,23737
2020-12-31,2020,12,31,3,366,53,0,0,1,1,62,0.15,0,25111
2021-01-01,2021,1,1,4,1,53,0,1,0,0,68,0.15,1,40110
2021-01-02,2021,1,2,5,2,53,1,0,0,0,62,0.15,0,41022
2021-01-03,2021,1,3,6,3,53,1,0,0,0,60,0.15,0,40197
2021-01-04,2021,1,4,0,4,1,0,0,0,0,61,0.15,0,23059
2021-01-05,2021,1,5,1,5,1,0,0,0,0,65,0.15,0,18087
2021-01-06,2021,1,6,2,6,1,0,0,0,0,69,0.15,0,25334
2021-01-07,2021,1,7,3,7,1,0,0,0,0,61,0.15,0,24119
2021-01-08,2021,1,8,4,8,1,0,0,0,0,65,0.15,0,29220
2021-01-09,2021,1,9,5,9,1,1,0,0,0,60,0.15,0,34535
2021-01-10,2021,1,10,6,10,1,1,0,0,0,70,0.15,0,31224
2021-01-11,2021,1,11,0,11,2,0,0,0,0,60,0.15,0,23638
2021-01-12,2021,1,12,1,12,2,0,0,0,0,64,0.15,0,21180
2021-01-13,2021,1,13,2,13,2,0,0,0,0,69,0.15,0,22807
2021-01-14,2021,1,14,3,14,2,0,0,0,0,70,0.15,0,23465
2021-01-15,2021,1,15,4,15,2,0,0,0,0,68,0.15,0,28582
2021-01-16,2021,1,16,5,16,2,1,0,0,0,67,0.15,0,32886
2021-01-17,2021,1,17,6,17,2,1,0,0,0,62,0.15,1,29787
2021-01-18,2021,1,18,0,18,3,0,1,0,0,62,0.15,0,25368
2021-01-19,2021,1,19,1,19,3,0,0,0,0,60,0.15,0,22271
2021-01-20,2021,1,20,2,20,3,0,0,0,0,62,0.15,0,22534
2021-01-21,2021,1,21,3,21,3,0,0,0,0,70,0.15,0,22992
2021-01-22,2021,1,22,4,22,3,0,0,0,0,60,0.15,1,28833
2021-01-23,2021,1,23,5,23,3,1,0,0,0,67,0.15,1,29741
2021-01-24,2021,1,24,6,24,3,1,0,0,0,60,0.15,0,32351
2021-01-25,2021,1,25,0,25,4,0,0,0,0,64,0.15,0,21566
2021-01-26,2021,1,26,1,26,4,0,0,0,0,68,0.15,0,24939
2021-01-27,2021,1,27,2,27,4,0,0,0,0,66,0.15,0,23027
2021-01-28,2021,1,28,3,28,4,0,0,0,0,63,0.15,0,26414
2021-01-29,2021,1,29,4,29,4,0,0,0,0,70,0.15,1,27543
2021-01-30,2021,1,30,5,30,4,1,0,0,0,68,0.15,0,34724
2021-01-31,2021,1,31,6,31,4,1,0,0,0,68,0.15,0,32723
2021-02-01,2021,2,1,0,32,5,0,0,0,0,64,0.18,0,21624
2021-02-02,2021,2,2,1,33,5,0,0,0,0,72,0.18,1,19816
2021-02-03,2021,2,3,2,34,5,0,0,0,0,72,0.18,0,23258
2021-02-04,2021,2,4,3,35,5,0,0,0,0,73,0.18,0,24589
2021-02-05,2021,2,5,4,36,5,0,0,0,0,68,0.18,0,26101
2021-02-06,2021,2,6,5,37,5,1,0,0,0,66,0.18,0,24604
2021-02-07,2021,2,7,6,38,5,1,0,0,0,70,0.18,0,28193
2021-02-08,2021,2,8,0,39,6,0,0,0,0,73,0.18,1,23297
2021-02-09,2021,2,9,1,40,6,0,0,0,0,69,0.18,0,17559
2021-02-10,2021,2,10,2,41,6,0,0,0,0,69,0.18,0,22080
2021-02-11,2021,2,11,3,42,6,0,0,0,0,73,0.18,1,22169
2021-02-12,2021,2,12,4,43,6,0,0,0,0,72,0.18,1,23080
2021-02-13,2021,2,13,5,44,6,1,0,0,0,71,0.18,0,30743
2021-02-14,2021,2,14,6,45,6,1,0,0,0,67,0.18,1,32880
2021-02-15,2021,2,15,0,46,7,0,1,0,0,68,0.18,0,17909
2021-02-16,2021,2,16,1,47,7,0,0,0,0,63,0.18,0,21219
2021-02-17,2021,2,17,2,48,7,0,0,0,0,68,0.18,0,20003
2021-02-18,2021,2,18,3,49,7,0,0,0,0,64,0.18,0,24539
2021-02-19,2021,2,19,4,50,7,0,0,0,0,68,0.18,0,28860
2021-02-20,2021,2,20,5,51,7,1,0,0,0,71,0.18,0,32052
2021-02-21,2021,2,21,6,52,7,1,0,0,0,70,0.18,1,30776
2021-02-22,2021,2,22,0,53,8,0,0,0,0,71,0.18,0,20674
2021-02-23,2021,2,23,1,54,8,0,0,0,0,72,0.18,0,18560
2021-02-24,2021,2,24,2,55,8,0,0,0,0,70,0.18,1,25102
2021-02-25,2021,2,25,3,56,8,0,0,0,0,65,0.18,0,21780
2021-02-26,2021,2,26,4,57,8,0,0,0,0,70,0.18,0,30724
2021-02-27,2021,2,27,5,58,8,1,0,0,0,68,0.18,0,30265
2021-02-28,2021,2,28,6,59,8,1,0,0,0,68,0.18,1,32510
2021-03-01,2021,3,1,0,60,9,0,0,1,1,72,0.2,0,30132
2021-03-02,2021,3,2,1,61,9,0,0,1,1,69,0.2,0,30881
2021-03-03,2021,3,3,2,62,9,0,0,1,1,76,0.2,0,32286
2021-03-04,2021,3,4,3,63,9,0,0,1,1,67,0.2,0,34222
2021-03-05,2021,3,5,4,64,9,0,0,1,1,70,0.2,0,38653
2021-03-06,2021,3,6,5,65,9,1,0,1,1,76,0.2,1,46920
2021-03-07,2021,3,7,6,66,9,1,0,1,1,72,0.2,0,39380
2021-03-08,2021,3,8,0,67,10,0,0,1,1,77,0.2,0,35168
2021-03-09,2021,3,9,1,68,10,0,0,1,1,76,0.2,1,28339
2021-03-10,2021,3,10,2,69,10,0,0,1,1,68,0.2,1,45911
2021-03-11,2021,3,11,3,70,10,0,0,1,1,73,0.2,0,52965
2021-03-12,2021,3,12,4,71,10,0,0,1,1,73,0.2,0,55607
2021-03-13,2021,3,13,5,72,10,1,0,1,1,77,0.2,1,74705
2021-03-14,2021,3,14,6,73,10,1,0,1,1,70,0.2,0,61240
2021-03-15,2021,3,15,0,74,11,0,0,1,1,70,0.2,0,43826
2021-03-16,2021,3,16,1,75,11,0,0,1,1,67,0.2,0,48577
2021-03-17,2021,3,17,2,76,11,0,0,1,1,68,0.2,0,44279
2021-03-18,2021,3,18,3,77,11,0,0,1,1,75,0.2,0,47659
2021-03-19,2021,3,19,4,78,11,0,0,1,1,76,0.2,0,56383
2021-03-20,2021,3,20,5,79,11,1,0,1,1,74,0.2,0,71554
2021-03-21,2021,3,21,6,80,11,1,0,1,1,74,0.2,0,71366
2021-03-22,2021,3,22,0,81,12,0,0,1,1,75,0.2,1,50318
2021-03-23,2021,3,23,1,82,12,0,0,1,1,73,0.2,0,42238
2021-03-24,2021,3,24,2,83,12,0,0,1,1,75,0.2,0,45369
2021-03-25,2021,3,25,3,84,12,0,0,1,1,76,0.2,0,41961
2021-03-26,2021,3,26,4,85,12,0,0,1,1,68,0.2,0,53867
2021-03-27,2021,3,27,5,86,12,1,0,1,1,72,0.2,0,77895
2021-03-28,2021,3,28,6,87,12,1,0,1,1,69,0.2,1,55896
2021-03-29,2021,3,29,0,88,13,0,0,1,1,77,0.2,0,45672
2021-03-30,2021,3,30,1,89,13,0,0,1,1,72,0.2,1,45295
2021-03-31,2021,3,31,2,90,13,0,0,1,1,69,0.2,0,49548
2021-04-01,2021,4,1,3,91,13,0,0,1,1,80,0.22,0,57187
2021-04-02,2021,4,2,4,92,13,0,0,1,1,83,0.22,0,58324
2021-04-03,2021,4,3,5,93,13,1,0,1,1,76,0.22,0,80000
2021-04-04,2021,4,4,6,94,13,1,0,1,1,82,0.22,0,72657
2021-04-05,2021,4,5,0,95,14,0,0,1,1,78,0.22,0,47651
2021-04-06,2021,4,6,1,96,14,0,0,1,1,81,0.22,0,44578
2021-04-07,2021,4,7,2,97,14,0,0,1,1,74,0.22,0,52635
2021-04-08,2021,4,8,3,98,14,0,0,1,1,74,0.22,0,51547
2021-04-09,2021,4,9,4,99,14,0,0,1,1,79,0.22,1,53870
2021-04-10,2021,4,10,5,100,14,1,0,1,1,74,0.22,1,79229
2021-04-11,2021,4,11,6,101,14,1,0,1,1,74,0.22,1,79904
2021-04-12,2021,4,12,0,102,15,0,0,1,1,76,0.22,1,59922
2021-04-13,2021,4,13,1,103,15,0,0,1,1,81,0.22,0,53465
2021-04-14,2021,4,14,2,104,15,0,0,1,1,80,0.22,0,51268
2021-04-15,2021,4,15,3,105,15,0,0,1,1,74,0.22,0,45907
2021-04-16,2021,4,16,4,106,15,0,0,1,1,80,0.22,1,64069
2021-04-17,2021,4,17,5,107,15,1,0,1,1,76,0.22,0,71430
2021-04-18,2021,4,18,6,108,15,1,0,1,1,74,0.22,0,66631
2021-04-19,2021,4,19,0,109,16,0,0,1,1,83,0.22,1,53209
2021-04-20,2021,4,20,1,110,16,0,0,1,1,82,0.22,0,43393
2021-04-21,2021,4,21,2,111,16,0,0,1,1,79,0.22,0,37689
2021-04-22,2021,4,22,3,112,16,0,0,1,1,78,0.22,0,34020
2021-04-23,2021,4,23,4,113,16,0,0,1,1,82,0.22,0,41494
2021-04-24,2021,4,24,5,114,16,1,0,1,1,77,0.22,0,58602
2021-04-25,2021,4,25,6,115,16,1,0,1,1,83,0.22,1,55051
2021-04-26,2021,4,26,0,116,17,0,0,1,1,73,0.22,0,36847
2021-04-27,2021,4,27,1,117,17,0,0,1,1,74,0.22,0,31374
2021-04-28,2021,4,28,2,118,17,0,0,1,1,80,0.22,0,29836
2021-04-29,2021,4,29,3,119,17,0,0,1,1,73,0.22,0,37389
2021-04-30,2021,4,30,4,120,17,0,0,1,1,75,0.22,0,43943
2021-05-01,2021,5,1,5,121,17,1,0,0,0,78,0.28,0,39199
2021-05-02,2021,5,2,6,122,17,1,0,0,0,81,0.28,0,42822
2021-05-03,2021,5,3,0,123,18,0,0,0,0,80,0.28,1,29936
2021-05-04,2021,5,4,1,124,18,0,0,0,0,83,0.28,0,27863
2021-05-05,2021,5,5,2,125,18,0,0,0,0,81,0.28,0,32100
2021-05-06,2021,5,6,3,126,18,0,0,0,0,84,0.28,0,29899
2021-05-07,2021,5,7,4,127,18,0,0,0,0,80,0.28,0,41871
2021-05-08,2021,5,8,5,128,18,1,0,0,0,82,0.28,1,38639
2021-05-09,2021,5,9,6,129,18,1,0,0,0,80,0.28,1,41026
2021-05-10,2021,5,10,0,130,19,0,0,0,0,78,0.28,0,28271
2021-05-11,2021,5,11,1,131,19,0,0,0,0,77,0.28,0,29101
2021-05-12,2021,5,12,2,132,19,0,0,0,0,77,0.28,1,30575
2021-05-13,2021,5,13,3,133,19,0,0,0,0,84,0.28,0,38168
2021-05-14,2021,5,14,4,134,19,0,0,0,0,80,0.28,0,43396
2021-05-15,2021,5,15,5,135,19,1,0,0,0,81,0.28,1,41923
2021-05-16,2021,5,16,6,136,19,1,0,0,0,87,0.28,0,40756
2021-05-17,2021,5,17,0,137,20,0,0,0,0,84,0.28,0,29321
2021-05-18,2021,5,18,1,138,20,0,0,0,0,83,0.28,0,24097
2021-05-19,2021,5,19,2,139,20,0,0,0,0,84,0.28,0,31915
2021-05-20,2021,5,20,3,140,20,0,0,0,0,84,0.28,0,31558
2021-05-21,2021,5,21,4,141,20,0,0,0,0,82,0.28,0,34331
2021-05-22,2021,5,22,5,142,20,1,0,0,0,86,0.28,1,43688
2021-05-23,2021,5,23,6,143,20,1,0,0,0,78,0.28,1,41449
2021-05-24,2021,5,24,0,144,21,0,0,0,0,82,0.28,0,31262
2021-05-25,2021,5,25,1,145,21,0,0,0,0,77,0.28,0,32950
2021-05-26,2021,5,26,2,146,21,0,0,0,0,77,0.28,1,30982
2021-05-27,2021,5,27,3,147,21,0,0,0,0,87,0.28,0,32461
2021-05-28,2021,5,28,4,148,21,0,0,0,0,79,0.28,1,37995
2021-05-29,2021,5,29,5,149,21,1,0,0,0,79,0.28,0,48913
2021-05-30,2021,5,30,6,150,21,1,0,0,0,87,0.28,0,46883
2021-05-31,2021,5,31,0,151,22,0,1,0,0,81,0.28,0,28601
2021-06-01,2021,6,1,1,152,22,0,0,1,1,81,0.45,0,32228
2021-06-02,2021,6,2,2,153,22,0,0,1,1,90,0.45,1,41202
2021-06-03,2021,6,3,3,154,22,0,0,1,1,86,0.45,0,35893
2021-06-04,2021,6,4,4,155,22,0,0,1,1,87,0.45,0,50537
2021-06-05,2021,6,5,5,156,22,1,0,1,1,90,0.45,1,62455
2021-06-06,2021,6,6,6,157,22,1,0,1,1,91,0.45,1,54679
2021-06-07,2021,6,7,0,158,23,0,0,1,1,83,0.45,1,31898
2021-06-08,2021,6,8,1,159,23,0,0,1,1,84,0.45,1,29568
2021-06-09,2021,6,9,2,160,23,0,0,1,1,90,0.45,1,39408
2021-06-10,2021,6,10,3,161,23,0,0,1,1,91,0.45,0,35231
2021-06-11,2021,6,11,4,162,23,0,0,1,1,90,0.45,0,47126
2021-06-12,2021,6,12,5,163,23,1,0,1,1,90,0.45,0,55421
2021-06-13,2021,6,13,6,164,23,1,0,1,1,90,0.45,1,49882
2021-06-14,2021,6,14,0,165,24,0,0,1,1,90,0.45,1,36167
2021-06-15,2021,6,15,1,166,24,0,0,1,1,83,0.45,1,35877
2021-06-16,2021,6,16,2,167,24,0,0,1,1,81,0.45,1,33422
2021-06-17,2021,6,17,3,168,24,0,0,1,1,88,0.45,1,37093
2021-06-18,2021,6,18,4,169,24,0,1,1,1,90,0.45,0,41544
2021-06-19,2021,6,19,5,170,24,1,1,1,1,90,0.45,1,48172
2021-06-20,2021,6,20,6,171,24,1,0,1,1,82,0.45,0,55212
2021-06-21,2021,6,21,0,172,25,0,0,1,1,81,0.45,1,45546
2021-06-22,2021,6,22,1,173,25,0,0,1,1,88,0.45,0,35378
2021-06-23,2021,6,23,2,174,25,0,0,1,1,87,0.45,0,34782
2021-06-24,2021,6,24,3,175,25,0,0,1,1,87,0.45,0,43967
2021-06-25,2021,6,25,4,176,25,0,0,1,1,84,0.45,1,40213
2021-06-26,2021,6,26,5,177,25,1,0,1,1,91,0.45,0,48749
2021-06-27,2021,6,27,6,178,25,1,0,1,1,89,0.45,0,45129
2021-06-28,2021,6,28,0,179,26,0,0,1,1,86,0.45,0,36449
2021-06-29,2021,6,29,1,180,26,0,0,1,1,82,0.45,0,31693
2021-06-30,2021,6,30,2,181,26,0,0,1,1,81,0.45,0,35339
2021-07-01,2021,7,1,3,182,26,0,0,1,1,83,0.5,1,65913
2021-07-02,2021,7,2,4,183,26,0,0,1,1,91,0.5,0,73901
2021-07-03,2021,7,3,5,184,26,1,0,1,1,86,0.5,0,80000
2021-07-04,2021,7,4,6,185,26,1,1,1,1,87,0.5,1,78218
2021-07-05,2021,7,5,0,186,27,0,1,1,1,85,0.5,1,62721
2021-07-06,2021,7,6,1,187,27,0,0,1,1,86,0.5,1,51028
2021-07-07,2021,7,7,2,188,27,0,0,1,1,90,0.5,0,45392
2021-07-08,2021,7,8,3,189,27,0,0,1,1,86,0.5,1,44900
2021-07-09,2021,7,9,4,190,27,0,0,1,1,91,0.5,1,52139
2021-07-10,2021,7,10,5,191,27,1,0,1,1,91,0.5,1,47943
2021-07-11,2021,7,11,6,192,27,1,0,1,1,88,0.5,0,52856
2021-07-12,2021,7,12,0,193,28,0,0,1,1,84,0.5,1,32254
2021-07-13,2021,7,13,1,194,28,0,0,1,1,92,0.5,0,33616
2021-07-14,2021,7,14,2,195,28,0,0,1,1,93,0.5,1,44033
2021-07-15,2021,7,15,3,196,28,0,0,1,1,89,0.5,0,41090
2021-07-16,2021,7,16,4,197,28,0,0,1,1,91,0.5,0,51733
2021-07-17,2021,7,17,5,198,28,1,0,1,1,88,0.5,1,60604
2021-07-18,2021,7,18,6,199,28,1,0,1,1,85,0.5,1,54599
2021-07-19,2021,7,19,0,200,29,0,0,1,1,89,0.5,0,39925
2021-07-20,2021,7,20,1,201,29,0,0,1,1,87,0.5,1,36641
2021-07-21,2021,7,21,2,202,29,0,0,1,1,83,0.5,1,40972
2021-07-22,2021,7,22,3,203,29,0,0,1,1,85,0.5,0,39444
2021-07-23,2021,7,23,4,204,29,0,0,1,1,87,0.5,0,41131
2021-07-24,2021,7,24,5,205,29,1,0,1,1,89,0.5,0,55467
2021-07-25,2021,7,25,6,206,29,1,0,1,1,85,0.5,1,58934
2021-07-26,2021,7,26,0,207,30,0,0,1,1,88,0.5,1,33983
2021-07-27,2021,7,27,1,208,30,0,0,1,1,87,0.5,1,35700
2021-07-28,2021,7,28,2,209,30,0,0,1,1,83,0.5,0,46579
2021-07-29,2021,7,29,3,210,30,0,0,1,1,92,0.5,0,38846
2021-07-30,2021,7,30,4,211,30,0,0,1,1,88,0.5,0,44513
2021-07-31,2021,7,31,5,212,30,1,0,1,1,90,0.5,1,57263
2021-08-01,2021,8,1,6,213,30,1,0,1,1,83,0.55,0,53353
2021-08-02,2021,8,2,0,214,31,0,0,1,1,84,0.55,1,40825
2021-08-03,2021,8,3,1,215,31,0,0,1,1,86,0.55,1,27367
2021-08-04,2021,8,4,2,216,31,0,0,1,1,84,0.55,0,31021
2021-08-05,2021,8,5,3,217,31,0,0,1,1,93,0.55,1,42327
2021-08-06,2021,8,6,4,218,31,0,0,1,1,91,0.55,0,42589
2021-08-07,2021,8,7,5,219,31,1,0,1,1,92,0.55,0,47378
2021-08-08,2021,8,8,6,220,31,1,0,1,1,90,0.55,0,44540
2021-08-09,2021,8,9,0,221,32,0,0,1,1,90,0.55,0,36841
2021-08-10,2021,8,10,1,222,32,0,0,1,1,86,0.55,0,33120
2021-08-11,2021,8,11,2,223,32,0,0,1,1,87,0.55,1,28387
2021-08-12,2021,8,12,3,224,32,0,0,1,1,86,0.55,1,32260
2021-08-13,2021,8,13,4,225,32,0,0,1,1,91,0.55,1,35927
2021-08-14,2021,8,14,5,226,32,1,0,1,1,84,0.55,1,50698
2021-08-15,2021,8,15,6,227,32,1,0,1,1,93,0.55,0,46725
2021-08-16,2021,8,16,0,228,33,0,0,1,1,90,0.55,0,36458
2021-08-17,2021,8,17,1,229,33,0,0,1,1,84,0.55,1,34056
2021-08-18,2021,8,18,2,230,33,0,0,1,1,83,0.55,1,31989
2021-08-19,2021,8,19,3,231,33,0,0,1,1,92,0.55,1,27574
2021-08-20,2021,8,20,4,232,33,0,0,1,1,85,0.55,0,45416
2021-08-21,2021,8,21,5,233,33,1,0,1,1,91,0.55,0,49261
2021-08-22,2021,8,22,6,234,33,1,0,1,1,85,0.55,0,48143
2021-08-23,2021,8,23,0,235,34,0,0,1,1,91,0.55,1,36647
2021-08-24,2021,8,24,1,236,34,0,0,1,1,89,0.55,1,35127
2021-08-25,2021,8,25,2,237,34,0,0,1,1,92,0.55,0,34120
2021-08-26,2021,8,26,3,238,34,0,0,1,1,83,0.55,0,33126
2021-08-27,2021,8,27,4,239,34,0,0,1,1,92,0.55,1,47522
2021-08-28,2021,8,28,5,240,34,1,0,1,1,87,0.55,0,48428
2021-08-29,2021,8,29,6,241,34,1,0,1,1,91,0.55,1,35955
2021-08-30,2021,8,30,0,242,35,0,0,1,1,85,0.55,0,31275
2021-08-31,2021,8,31,1,243,35,0,0,1,1,91,0.55,0,26453
2021-09-01,2021,9,1,2,244,35,0,0,0,0,84,0.45,0,11585
2021-09-02,2021,9,2,3,245,35,0,0,0,0,88,0.45,0,16990
2021-09-03,2021,9,3,4,246,35,0,0,0,0,89,0.45,0,22781
2021-09-04,2021,9,4,5,247,35,1,0,0,0,85,0.45,0,26023
2021-09-05,2021,9,5,6,248,35,1,0,0,0,88,0.45,0,24347
2021-09-06,2021,9,6,0,249,36,0,1,0,0,86,0.45,0,16159
2021-09-07,2021,9,7,1,250,36,0,0,0,0,86,0.45,0,16929
2021-09-08,2021,9,8,2,251,36,0,0,0,0,87,0.45,1,14989
2021-09-09,2021,9,9,3,252,36,0,0,0,0,86,0.45,0,17969
2021-09-10,2021,9,10,4,253,36,0,0,0,0,88,0.45,0,20534
2021-09-11,2021,9,11,5,254,36,1,0,0,0,90,0.45,1,18130
2021-09-12,2021,9,12,6,255,36,1,0,0,0,88,0.45,0,24917
2021-09-13,2021,9,13,0,256,37,0,0,0,0,85,0.45,1,19335
2021-09-14,2021,9,14,1,257,37,0,0,0,0,86,0.45,1,19040
2021-09-15,2021,9,15,2,258,37,0,0,0,0,81,0.45,1,16350
2021-09-16,2021,9,16,3,259,37,0,0,0,0,88,0.45,0,22043
2021-09-17,2021,9,17,4,260,37,0,0,0,0,80,0.45,0,20798
2021-09-18,2021,9,18,5,261,37,1,0,0,0,80,0.45,0,26770
2021-09-19,2021,9,19,6,262,37,1,0,0,0,82,0.45,0,26386
2021-09-20,2021,9,20,0,263,38,0,0,0,0,85,0.45,1,19321
2021-09-21,2021,9,21,1,264,38,0,0,0,0,84,0.45,1,16166
2021-09-22,2021,9,22,2,265,38,0,0,0,0,81,0.45,1,15375
2021-09-23,2021,9,23,3,266,38,0,0,0,0,88,0.45,0,19151
2021-09-24,2021,9,24,4,267,38,0,0,0,0,89,0.45,0,20702
2021-09-25,2021,9,25,5,268,38,1,0,0,0,83,0.45,0,25642
2021-09-26,2021,9,26,6,269,38,1,0,0,0,83,0.45,0,23083
2021-09-27,2021,9,27,0,270,39,0,0,0,0,84,0.45,0,13952
2021-09-28,2021,9,28,1,271,39,0,0,0,0,87,0.45,1,15763
2021-09-29,2021,9,29,2,272,39,0,0,0,0,89,0.45,0,18927
2021-09-30,2021,9,30,3,273,39,0,0,0,0,83,0.45,0,17221
2021-10-01,2021,10,1,4,274,39,0,0,0,0,77,0.25,0,21779
2021-10-02,2021,10,2,5,275,39,1,0,0,0,76,0.25,0,32896
2021-10-03,2021,10,3,6,276,39,1,0,0,0,78,0.25,0,26862
2021-10-04,2021,10,4,0,277,40,0,0,0,0,75,0.25,0,17658
2021-10-05,2021,10,5,1,278,40,0,0,0,0,80,0.25,1,20934
2021-10-06,2021,10,6,2,279,40,0,0,0,0,78,0.25,0,18922
2021-10-07,2021,10,7,3,280,40,0,0,0,0,82,0.25,1,24378
2021-10-08,2021,10,8,4,281,40,0,0,0,0,77,0.25,0,25847
2021-10-09,2021,10,9,5,282,40,1,0,0,0,74,0.25,0,28538
2021-10-10,2021,10,10,6,283,40,1,0,0,0,82,0.25,0,28771
2021-10-11,2021,10,11,0,284,41,0,1,0,0,82,0.25,0,22051
2021-10-12,2021,10,12,1,285,41,0,0,0,0,79,0.25,1,16467
2021-10-13,2021,10,13,2,286,41,0,0,0,0,74,0.25,1,19988
2021-10-14,2021,10,14,3,287,41,0,0,0,0,73,0.25,0,21548
2021-10-15,2021,10,15,4,288,41,0,0,0,0,79,0.25,1,20916
2021-10-16,2021,10,16,5,289,41,1,0,0,0,77,0.25,0,28625
2021-10-17,2021,10,17,6,290,41,1,0,0,0,73,0.25,1,29653
2021-10-18,2021,10,18,0,291,42,0,0,0,0,76,0.25,0,22711
2021-10-19,2021,10,19,1,292,42,0,0,0,0,76,0.25,0,15995
2021-10-20,2021,10,20,2,293,42,0,0,0,0,82,0.25,0,20642
2021-10-21,2021,10,21,3,294,42,0,0,0,0,79,0.25,0,20478
2021-10-22,2021,10,22,4,295,42,0,0,0,0,81,0.25,0,25052
2021-10-23,2021,10,23,5,296,42,1,0,0,0,74,0.25,0,25220
2021-10-24,2021,10,24,6,297,42,1,0,0,0,73,0.25,1,24836
2021-10-25,2021,10,25,0,298,43,0,0,0,0,74,0.25,0,22208
2021-10-26,2021,10,26,1,299,43,0,0,0,0,79,0.25,0,20372
2021-10-27,2021,10,27,2,300,43,0,0,0,0,82,0.25,0,19370
2021-10-28,2021,10,28,3,301,43,0,0,0,0,78,0.25,0,21759
2021-10-29,2021,10,29,4,302,43,0,0,0,0,76,0.25,0,22126
2021-10-30,2021,10,30,5,303,43,1,0,0,0,73,0.25,0,36887
2021-10-31,2021,10,31,6,304,43,1,0,0,0,73,0.25,0,36593
2021-11-01,2021,11,1,0,305,44,0,0,0,0,69,0.18,0,22640
2021-11-02,2021,11,2,1,306,44,0,0,0,0,65,0.18,0,21788
2021-11-03,2021,11,3,2,307,44,0,0,0,0,71,0.18,0,23464
2021-11-04,2021,11,4,3,308,44,0,0,0,0,75,0.18,1,24696
2021-11-05,2021,11,5,4,309,44,0,0,0,0,65,0.18,0,27637
2021-11-06,2021,11,6,5,310,44,1,0,0,0,65,0.18,0,36863
2021-11-07,2021,11,7,6,311,44,1,0,0,0,66,0.18,0,32686
2021-11-08,2021,11,8,0,312,45,0,0,0,0,75,0.18,0,21471
2021-11-09,2021,11,9,1,313,45,0,0,0,0,74,0.18,0,19864
2021-11-10,2021,11,10,2,314,45,0,0,0,0,67,0.18,0,26354
2021-11-11,2021,11,11,3,315,45,0,1,0,0,75,0.18,0,23868
2021-11-12,2021,11,12,4,316,45,0,0,0,0,65,0.18,0,26256
2021-11-13,2021,11,13,5,317,45,1,0,0,0,73,0.18,0,33883
2021-11-14,2021,11,14,6,318,45,1,0,0,0,74,0.18,0,31762
2021-11-15,2021,11,15,0,319,46,0,0,0,0,72,0.18,0,22930
2021-11-16,2021,11,16,1,320,46,0,0,0,0,69,0.18,0,20514
2021-11-17,2021,11,17,2,321,46,0,0,0,0,75,0.18,1,21684
2021-11-18,2021,11,18,3,322,46,0,0,0,0,66,0.18,0,25902
2021-11-19,2021,11,19,4,323,46,0,0,0,0,69,0.18,0,31655
2021-11-20,2021,11,20,5,324,46,1,0,0,1,70,0.18,0,45026
2021-11-21,2021,11,21,6,325,46,1,0,0,1,65,0.18,0,47470
2021-11-22,2021,11,22,0,326,47,0,0,0,1,75,0.18,0,31045
2021-11-23,2021,11,23,1,327,47,0,0,0,1,68,0.18,0,28424
2021-11-24,2021,11,24,2,328,47,0,0,0,1,73,0.18,0,30330
2021-11-25,2021,11,25,3,329,47,0,1,0,1,66,0.18,1,29806
2021-11-26,2021,11,26,4,330,47,0,0,0,1,69,0.18,0,45126
