date,year,month,day,weekday,weekday_name,is_weekend,is_holiday,holiday_name,holiday_multiplier,monthly_weight,weekday_weight,attendance,season,is_school_break,temperature,is_rainy,has_special_event,day_of_year,week_of_year,is_month_start,is_month_end,temp_bin,month_sin,month_cos,weekday_sin,weekday_cos,day_of_year_sin,day_of_year_cos,weekend_or_holiday,summer_weekend,attendance_lag1,attendance_lag7,attendance_rolling_30,season_encoded
2023-07-04,2023,7,4,1,Tuesday,False,False,,1.0,0.097682119205298,0.9655172413793104,114790,summer,True,31.4,True,False,185,27,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.04302223300453034,-0.99907411510223,0,0,104743.0,176213.0,131532.83333333334,1
2023-07-05,2023,7,5,2,Wednesday,False,False,,1.0,0.097682119205298,0.8850574712643678,137431,summer,True,30.1,False,False,186,27,True,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.060213277365792774,-0.9981855344718586,0,0,114790.0,110935.0,131920.43333333332,1
2023-07-06,2023,7,6,3,Thursday,False,False,,1.0,0.097682119205298,0.9655172413793104,81196,summer,True,31.7,False,False,187,27,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.07738647923346322,-0.9970011699250151,0,0,137431.0,115558.0,131715.93333333332,1
2023-07-07,2023,7,7,4,Friday,False,False,,1.0,0.097682119205298,1.0862068965517242,126610,summer,True,22.4,True,False,188,27,False,False,温暖(15-25°C),-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.09453674981719933,-0.9955213724144752,0,0,81196.0,128779.0,131946.9,1
2023-07-08,2023,7,8,5,Saturday,True,False,,1.0,0.097682119205298,1.0862068965517242,136556,summer,True,29.1,False,False,189,27,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.11165900712169444,-0.9937465804361781,1,1,126610.0,125658.0,132852.6,1
2023-07-09,2023,7,9,6,Sunday,True,False,,1.0,0.097682119205298,0.9454022988505748,133828,summer,True,30.7,False,False,190,27,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.12874817745258066,-0.99167731989929,1,1,136556.0,114647.0,132455.73333333334,1
2023-07-10,2023,7,10,0,Monday,False,False,,1.0,0.097682119205298,1.0660919540229885,99923,summer,True,26.5,False,False,191,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.14579919691987442,-0.9893142039703664,0,0,133828.0,104743.0,129126.73333333334,1
2023-07-11,2023,7,11,1,Tuesday,False,False,,1.0,0.097682119205298,0.9655172413793104,111475,summer,True,31.2,True,False,192,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.16280701293851646,-0.9866579328916572,0,0,99923.0,114790.0,127293.03333333334,1
2023-07-12,2023,7,12,2,Wednesday,False,False,,1.0,0.097682119205298,0.8850574712643678,101388,summer,True,29.4,False,False,193,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.17976658572556214,-0.9837092937736098,0,0,111475.0,137431.0,125175.96666666666,1
2023-07-13,2023,7,13,3,Thursday,False,False,,1.0,0.097682119205298,0.9655172413793104,91169,summer,True,35.3,True,False,194,28,False,False,,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.19667288979357622,-0.9804691603616321,0,0,101388.0,81196.0,124209.86666666667,1
2023-07-14,2023,7,14,4,Friday,False,False,,1.0,0.097682119205298,1.0862068965517242,145837,summer,True,34.7,True,False,195,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.2135209154397959,-0.9769384927771817,0,0,91169.0,126610.0,124927.06666666667,1
2023-07-15,2023,7,15,5,Saturday,True,False,,1.0,0.097682119205298,1.0862068965517242,127063,summer,True,28.6,False,False,196,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.23030567023061196,-0.973118337233262,1,1,145837.0,136556.0,124412.06666666667,1
2023-07-16,2023,7,16,6,Sunday,True,False,,1.0,0.097682119205298,0.9454022988505748,124011,summer,True,29.5,False,False,197,28,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.24702218048093527,-0.9690098257244063,1,1,127063.0,133828.0,122407.66666666667,1
2023-07-17,2023,7,17,0,Monday,False,False,,1.0,0.097682119205298,1.0660919540229885,88508,summer,True,29.8,False,False,198,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.2636654927280072,-0.9646141756912435,0,0,124011.0,99923.0,120482.9,1
2023-07-18,2023,7,18,1,Tuesday,False,False,,1.0,0.097682119205298,0.9655172413793104,98340,summer,True,28.6,True,False,199,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.2802306751992161,-0.9599326896597445,0,0,88508.0,111475.0,118978.53333333334,1
2023-07-19,2023,7,19,2,Wednesday,False,False,,1.0,0.097682119205298,0.8850574712643678,103479,summer,True,30.6,False,False,200,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.2967128192734901,-0.9549667548552553,0,0,98340.0,101388.0,117888.73333333334,1
2023-07-20,2023,7,20,3,Thursday,False,False,,1.0,0.097682119205298,0.9655172413793104,123653,summer,True,27.7,True,False,201,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.3131070409358267,-0.9497178427914317,0,0,103479.0,91169.0,118216.4,1
2023-07-21,2023,7,21,4,Friday,False,False,,1.0,0.097682119205298,1.0862068965517242,140172,summer,True,26.6,False,False,202,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.3294084822245302,-0.9441875088341994,0,0,123653.0,145837.0,118858.7,1
2023-07-22,2023,7,22,5,Saturday,True,False,,1.0,0.097682119205298,1.0862068965517242,118260,summer,True,31.9,False,False,203,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.3456123126707333,-0.9383773917408642,1,1,140172.0,127063.0,119227.46666666666,1
2023-07-23,2023,7,23,6,Sunday,True,False,,1.0,0.097682119205298,0.9454022988505748,121848,summer,True,31.9,False,False,204,29,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.3617137307297674,-0.9322892131745134,1,1,118260.0,124011.0,119281.56666666667,1
2023-07-24,2023,7,24,0,Monday,False,False,,1.0,0.097682119205298,1.0660919540229885,132271,summer,True,27.6,True,False,205,30,False,False,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.37770796520396466,-0.9259247771938499,0,0,121848.0,88508.0,119489.56666666667,1
2023-07-25,2023,7,25,1,Tuesday,False,False,,1.0,0.097682119205298,0.9655172413793104,91456,summer,True,32.7,True,False,206,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.39359027665646645,-0.9192859697186105,0,0,132271.0,98340.0,118607.43333333333,1
2023-07-26,2023,7,26,2,Wednesday,False,False,,1.0,0.097682119205298,0.8850574712643678,100679,summer,True,28.1,False,False,207,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.4093559588156211,-0.9123747579707274,0,0,91456.0,103479.0,117549.2,1
2023-07-27,2023,7,27,3,Thursday,False,False,,1.0,0.097682119205298,0.9655172413793104,116504,summer,True,30.8,True,False,208,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.42500033996955394,-0.9051931898913975,0,0,100679.0,123653.0,115558.9,1
2023-07-28,2023,7,28,4,Friday,False,False,,1.0,0.097682119205298,1.0862068965517242,108815,summer,True,32.5,False,False,209,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.4405187843504952,-0.8977433935342336,0,0,116504.0,140172.0,115488.23333333334,1
2023-07-29,2023,7,29,5,Saturday,True,False,,1.0,0.097682119205298,1.0862068965517242,100215,summer,True,29.9,False,False,210,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.455906693508459,-0.8900275764346766,1,1,108815.0,118260.0,114976.8,1
2023-07-30,2023,7,30,6,Sunday,True,False,,1.0,0.097682119205298,0.9454022988505748,129474,summer,True,31.4,True,False,211,30,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.47115950767386394,-0.8820480249558535,1,1,100215.0,121848.0,114999.96666666666,1
2023-07-31,2023,7,31,0,Monday,False,False,,1.0,0.097682119205298,1.0660919540229885,139236,summer,True,28.5,False,False,212,31,False,True,炎热(>25°C),-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.4862727071086902,-0.8738071036110807,0,0,129474.0,132271.0,115452.56666666667,1
2023-08-01,2023,8,1,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,135248,summer,True,29.4,False,False,213,31,True,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5012418134457756,-0.8653072543632061,0,0,139236.0,91456.0,116139.26666666666,1
2023-08-02,2023,8,2,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,120814,summer,True,29.4,True,False,214,31,True,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5160623910158526,-0.8565509959010037,0,0,135248.0,100679.0,116674.96666666666,1
2023-08-03,2023,8,3,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,87139,summer,True,27.8,True,False,215,31,True,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.5307300481619331,-0.8475409228928312,0,0,120814.0,116504.0,115753.26666666666,1
2023-08-04,2023,8,4,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,164992,summer,True,29.5,True,False,216,31,True,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5452404385406507,-0.8382797052177745,0,0,87139.0,108815.0,116671.96666666666,1
2023-08-05,2023,8,5,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,95070,summer,True,25.4,False,False,217,31,True,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.5595892624101763,-0.828770087174504,1,1,164992.0,100215.0,117134.43333333333,1
2023-08-06,2023,8,6,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,132455,summer,True,28.5,False,False,218,31,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.5737722679043243,-0.8190148866680802,1,1,95070.0,129474.0,117329.26666666666,1
2023-08-07,2023,8,7,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,146520,summer,True,29.1,True,False,219,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.5877852522924734,-0.8090169943749472,0,0,132455.0,139236.0,117661.4,1
2023-08-08,2023,8,8,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,117747,summer,True,29.2,True,False,220,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.6016240632249227,-0.7987793728863648,0,0,146520.0,135248.0,117125.36666666667,1
2023-08-09,2023,8,9,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,133924,summer,True,29.3,False,False,221,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.6152845999633277,-0.7883050558305253,0,0,117747.0,120814.0,118258.73333333334,1
2023-08-10,2023,8,10,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,110900,summer,True,29.8,False,False,222,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.6287628145958345,-0.7775971469736268,0,0,133924.0,87139.0,118239.56666666667,1
2023-08-11,2023,8,11,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,96880,summer,True,31.4,False,False,223,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.6420547132365636,-0.7666588193001592,0,0,110900.0,164992.0,118089.3,1
2023-08-12,2023,8,12,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,126867,summer,True,32.6,False,False,224,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.655156357209085,-0.7554933140726804,1,1,96880.0,95070.0,119279.23333333334,1
2023-08-13,2023,8,13,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,129143,summer,True,28.1,True,False,225,32,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.6680638642135333,-0.7441039398713608,1,1,126867.0,132455.0,118722.76666666666,1
2023-08-14,2023,8,14,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,111843,summer,True,26.4,False,False,226,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.6807734094770159,-0.7324940716135792,0,0,129143.0,146520.0,118215.43333333333,1
2023-08-15,2023,8,15,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,116391,summer,True,26.9,False,False,227,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.6932812268869771,-0.7206671495538615,0,0,111843.0,117747.0,117961.43333333333,1
2023-08-16,2023,8,16,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,90125,summer,True,28.5,True,False,228,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.7055836101071774,-0.7086266782644601,0,0,116391.0,133924.0,118015.33333333333,1
2023-08-17,2023,8,17,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,118989,summer,True,28.9,False,False,229,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.7176769136759615,-0.6963762255968726,0,0,90125.0,110900.0,118703.63333333333,1
2023-08-18,2023,8,18,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,128803,summer,True,27.7,False,False,230,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.7295575540864876,-0.6839194216246105,0,0,118989.0,96880.0,119547.76666666666,1
2023-08-19,2023,8,19,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,114769,summer,True,26.1,False,False,231,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.7412220108485957,-0.6712599575675315,1,1,128803.0,126867.0,119251.63333333333,1
2023-08-20,2023,8,20,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,115061,summer,True,28.6,True,False,232,33,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.7526668275320083,-0.6584015846980489,1,1,114769.0,129143.0,118414.6,1
2023-08-21,2023,8,21,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,149340,summer,True,30.5,False,False,233,34,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.7638886127905429,-0.64534811322955,0,0,115061.0,111843.0,119450.6,1
2023-08-22,2023,8,22,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,103020,summer,True,31.8,False,False,234,34,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.7748840413670406,-0.6321034111873488,0,0,149340.0,116391.0,118823.0,1
2023-08-23,2023,8,23,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,74491,summer,True,28.3,False,False,235,34,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.7856498550787144,-0.6186714032625032,0,0,103020.0,90125.0,116897.0,1
2023-08-24,2023,8,24,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,127429,summer,True,28.8,True,False,236,34,False,False,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.7961828637826154,-0.6050560696488494,0,0,74491.0,118989.0,118096.1,1
2023-08-25,2023,8,25,4,Friday,False,False,,1.0,0.1009933774834437,1.0862068965517242,156286,summer,True,27.2,True,False,237,34,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8064799463209447,-0.5912614448635782,0,0,127429.0,128803.0,119949.66666666667,1
2023-08-26,2023,8,26,5,Saturday,True,False,,1.0,0.1009933774834437,1.0862068965517242,100780,summer,True,29.9,True,False,238,34,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8165380514459157,-0.5772916165517278,1,1,156286.0,114769.0,119425.53333333334,1
2023-08-27,2023,8,27,6,Sunday,True,False,,1.0,0.1009933774834437,0.9454022988505748,147385,summer,True,27.5,False,False,239,34,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8263541987239095,-0.5631507242749187,1,1,100780.0,115061.0,120711.2,1
2023-08-28,2023,8,28,0,Monday,False,False,,1.0,0.1009933774834437,1.0660919540229885,120812,summer,True,31.7,True,False,240,35,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.8359254794186365,-0.5488429582847199,0,0,147385.0,149340.0,121397.76666666666,1
2023-08-29,2023,8,29,1,Tuesday,False,False,,1.0,0.1009933774834437,0.9655172413793104,116047,summer,True,24.6,False,False,241,35,False,True,温暖(15-25°C),-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8452490573530634,-0.5343725582809785,0,0,120812.0,103020.0,120950.2,1
2023-08-30,2023,8,30,2,Wednesday,False,False,,1.0,0.1009933774834437,0.8850574712643678,114069,summer,True,28.9,False,False,242,35,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8543221697498269,-0.5197438121555157,0,0,116047.0,74491.0,120111.3,1
2023-08-31,2023,8,31,3,Thursday,False,False,,1.0,0.1009933774834437,0.9655172413793104,78294,summer,True,30.9,False,False,243,35,False,True,炎热(>25°C),-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8631421280499115,-0.5049610547215202,0,0,114069.0,127429.0,118212.83333333333,1
2023-09-01,2023,9,1,4,Friday,False,False,,1.0,0.0579470198675496,1.0862068965517242,69457,autumn,False,25.6,False,False,244,35,True,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8717063187093218,-0.4900286664290594,0,0,78294.0,156286.0,116500.93333333333,2
2023-09-02,2023,9,2,5,Saturday,True,False,,1.0,0.0579470198675496,1.0862068965517242,66653,autumn,False,33.1,False,False,245,35,True,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.8800122039735356,-0.4749510720670502,1,0,69457.0,100780.0,115818.06666666667,2
2023-09-03,2023,9,3,6,Sunday,True,False,,1.0,0.0579470198675496,0.9454022988505748,75160,autumn,False,26.0,True,False,246,35,True,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.888057322629493,-0.4597327394521046,1,0,66653.0,147385.0,112823.66666666667,2
2023-09-04,2023,9,4,0,Monday,False,False,,1.0,0.0579470198675496,1.0660919540229885,72569,autumn,False,22.0,True,False,247,36,True,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8958392907349089,-0.44437817810461344,0,0,75160.0,120812.0,112073.63333333333,2
2023-09-05,2023,9,5,1,Tuesday,False,False,,1.0,0.0579470198675496,0.9655172413793104,59606,autumn,False,24.7,False,False,248,36,True,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9033558023246842,-0.4288919379124841,0,0,72569.0,116047.0,109645.33333333333,2
2023-09-06,2023,9,6,2,Wednesday,False,False,,1.0,0.0579470198675496,0.8850574712643678,59453,autumn,False,19.7,False,False,249,36,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9106046300942162,-0.41327860778290443,0,0,59606.0,114069.0,106743.1,2
2023-09-07,2023,9,7,3,Thursday,False,False,,1.0,0.0579470198675496,0.9655172413793104,46837,autumn,False,24.8,True,False,250,36,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9175836260593934,-0.3975428142825566,0,0,59453.0,78294.0,104379.43333333333,2
2023-09-08,2023,9,8,4,Friday,False,False,,1.0,0.0579470198675496,1.0862068965517242,45677,autumn,False,22.5,False,False,251,36,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.9242907221930934,-0.3816892202666586,0,0,46837.0,69457.0,101437.86666666667,2
2023-09-09,2023,9,9,5,Saturday,True,False,,1.0,0.0579470198675496,1.0862068965517242,88775,autumn,False,27.7,True,False,252,36,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9307239310379793,-0.3657225234972692,1,0,45677.0,66653.0,100700.36666666667,2
2023-09-10,2023,9,10,6,Sunday,True,False,,1.0,0.0579470198675496,0.9454022988505748,62456,autumn,False,23.4,True,False,253,36,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.9368813462954315,-0.34964745525122826,1,0,88775.0,75160.0,99552.9,2
2023-09-11,2023,9,11,0,Monday,False,False,,1.0,0.0579470198675496,1.0660919540229885,75722,autumn,False,24.6,True,False,254,37,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9427611433904206,-0.33346877891818705,0,0,62456.0,72569.0,97848.06666666667,2
2023-09-12,2023,9,12,1,Tuesday,False,False,,1.0,0.0579470198675496,0.9655172413793104,66330,autumn,False,23.1,False,False,255,37,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9483615800121716,-0.31719128858910595,0,0,75722.0,59606.0,95754.3,2
2023-09-13,2023,9,13,2,Wednesday,False,False,,1.0,0.0579470198675496,0.8850574712643678,56575,autumn,False,30.2,True,False,256,37,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9536809966304455,-0.300819807635668,0,0,66330.0,59453.0,93912.03333333334,2
2023-09-14,2023,9,14,3,Thursday,False,False,,1.0,0.0579470198675496,0.9655172413793104,59084,autumn,False,24.0,True,False,257,37,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9587178169872964,-0.2843591872810036,0,0,56575.0,46837.0,92001.8,2
2023-09-15,2023,9,15,4,Friday,False,True,mid_autumn,1.3,0.0579470198675496,1.0862068965517242,103510,autumn,False,30.5,True,False,258,37,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.9634705485641486,-0.26781430516217486,1,0,59084.0,45677.0,92447.96666666666,2
2023-09-16,2023,9,16,5,Saturday,True,True,mid_autumn,1.3,0.0579470198675496,1.0862068965517242,92484,autumn,False,27.4,True,False,259,37,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9679377830240642,-0.25119006388481957,1,0,103510.0,88775.0,91564.46666666666,2
2023-09-17,2023,9,17,6,Sunday,True,True,mid_autumn,1.3,0.0579470198675496,0.9454022988505748,61246,autumn,False,26.4,False,False,260,37,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.9721181966290612,-0.23449138957041052,1,0,92484.0,62456.0,89312.56666666667,2
2023-09-18,2023,9,18,0,Monday,False,False,,1.0,0.0579470198675496,1.0660919540229885,71829,autumn,False,26.1,True,False,261,38,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9760105506323682,-0.21772323039653224,0,0,61246.0,75722.0,87881.23333333334,2
2023-09-19,2023,9,19,1,Tuesday,False,False,,1.0,0.0579470198675496,0.9655172413793104,56897,autumn,False,26.2,True,False,262,38,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9796136916454901,-0.20089055513063528,0,0,71829.0,66330.0,85942.43333333333,2
2023-09-20,2023,9,20,2,Wednesday,False,False,,1.0,0.0579470198675496,0.8850574712643678,56245,autumn,False,19.2,False,False,263,38,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9829265519799822,-0.18399835165767986,0,0,56897.0,56575.0,82839.26666666666,2
2023-09-21,2023,9,21,3,Thursday,False,False,,1.0,0.0579470198675496,0.9655172413793104,61154,autumn,False,24.2,True,False,264,38,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9859481499638303,-0.1670516255021195,0,0,56245.0,59084.0,81443.73333333334,2
2023-09-22,2023,9,22,4,Friday,False,False,,1.0,0.0579470198675496,1.0862068965517242,73001,autumn,False,27.5,False,False,265,38,False,False,炎热(>25°C),-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.9886775902323404,-0.15005539834465262,0,0,61154.0,103510.0,81394.06666666667,2
2023-09-23,2023,9,23,5,Saturday,True,False,,1.0,0.0579470198675496,1.0862068965517242,79783,autumn,False,24.9,False,False,266,38,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9911140639934546,-0.13301470653419636,1,0,73001.0,92484.0,79805.86666666667,2
2023-09-24,2023,9,24,6,Sunday,True,False,,1.0,0.0579470198675496,0.9454022988505748,66999,autumn,False,20.8,True,False,267,38,False,False,温暖(15-25°C),-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.9932568492674143,-0.11593459959550066,1,0,79783.0,61246.0,76829.63333333333,2
2023-09-25,2023,9,25,0,Monday,False,False,,1.0,0.0579470198675496,1.0660919540229885,63294,autumn,False,24.8,False,False,268,39,False,True,温暖(15-25°C),-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9951053111006974,-0.09882013873287211,0,0,66999.0,71829.0,75580.1,2
2023-09-26,2023,9,26,1,Tuesday,False,False,,1.0,0.0579470198675496,0.9655172413793104,55257,autumn,False,30.1,True,False,269,39,False,True,炎热(>25°C),-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.99665890175417,-0.08167639533042288,0,0,63294.0,56897.0,72509.16666666667,2
